query,label,type,file_path,score,snippet
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.6239,"## Section 15  Energy resources influence diplomacy, economics, and national sec"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.6242,"## Section 20  Energy resources influence diplomacy, economics, and national sec"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.6245,"## Section 16  Energy resources influence diplomacy, economics, and national sec"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.626,"## Section 22  Energy resources influence diplomacy, economics, and national sec"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.6282,"## Section 24  Energy resources influence diplomacy, economics, and national sec"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.6297,"## Section 18  Energy resources influence diplomacy, economics, and national sec"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/04_arctic_geopolitics.md,0.6548,"Arctic states cooperate on research, environmental protection, and maritime safe"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.6574,"The organization has helped coordinate disaster relief, health campaigns, and di"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.6631,"Current priorities include climate change, sustainable development, cyber threat"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6698,"## Topic 5  International organizations help states cooperate on trade, security"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6759,"## Topic 7  International organizations help states cooperate on trade, security"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6761,"## Topic 9  International organizations help states cooperate on trade, security"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6773,"## Topic 23  International organizations help states cooperate on trade, securit"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6774,"## Topic 6  International organizations help states cooperate on trade, security"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6786,"## Topic 10  International organizations help states cooperate on trade, securit"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6805,"## Topic 15  International organizations help states cooperate on trade, securit"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6821,"## Topic 13  International organizations help states cooperate on trade, securit"
why is the indo-pacific strategically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6824,"## Topic 11  International organizations help states cooperate on trade, securit"
why is the indo-pacific strategically important,relevant,image,/home/ssrivastava/Downloads/test/taj2.jpg,0.8195,
why is the indo-pacific strategically important,relevant,image,/home/ssrivastava/Downloads/test/taj1.jpg,0.8212,
why is the indo-pacific strategically important,relevant,image,/home/ssrivastava/Downloads/test/dog.jpg,0.9434,
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/04_arctic_geopolitics.md,0.3173,"Arctic states cooperate on research, environmental protection, and maritime safe"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/04_arctic_geopolitics.md,0.3305,# Arctic Geopolitics  Climate change is making the Arctic increasingly accessibl
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5264,# Global Energy Geopolitics
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5273,"## Section 12  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5284,"## Section 9  Energy resources influence diplomacy, economics, and national secu"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5285,"## Section 10  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5291,"## Section 3  Energy resources influence diplomacy, economics, and national secu"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5293,"## Section 4  Energy resources influence diplomacy, economics, and national secu"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5294,"## Section 6  Energy resources influence diplomacy, economics, and national secu"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5324,"## Section 2  Energy resources influence diplomacy, economics, and national secu"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5329,"## Section 13  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5336,"## Section 14  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5343,"## Section 8  Energy resources influence diplomacy, economics, and national secu"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5346,"## Section 11  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5348,"## Section 17  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5349,"## Section 21  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5358,"## Section 1  Energy resources influence diplomacy, economics, and national secu"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.536,"## Section 16  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5362,"## Section 19  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5372,"## Section 20  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5372,"## Section 22  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5379,"## Section 7  Energy resources influence diplomacy, economics, and national secu"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5389,"## Section 5  Energy resources influence diplomacy, economics, and national secu"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5435,"## Section 25  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5445,"## Section 18  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5451,"## Section 23  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5469,"## Section 15  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5477,"## Section 24  Energy resources influence diplomacy, economics, and national sec"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.5555,"Current priorities include climate change, sustainable development, cyber threat"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/02_nato.md,0.5968,"Supporters argue NATO has preserved European stability, while critics believe it"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/02_nato.md,0.6101,"Initially created during the Cold War, NATO has expanded its focus to include cr"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/03_indo_pacific.md,0.6115,"Countries such as India, Japan, Australia, the United States, China, and ASEAN m"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/02_cave_exploration.md,0.6559,Conservation is important because cave environments are fragile and recover slow
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/03_indo_pacific.md,0.6605,# Indo-Pacific  The Indo-Pacific connects the Indian and Pacific Oceans and has 
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6622,# Global Governance
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.665,"The organization has helped coordinate disaster relief, health campaigns, and di"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/03_indo_pacific.md,0.6677,The region contains several critical sea lanes through which a significant porti
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6821,"## Topic 9  International organizations help states cooperate on trade, security"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6839,"## Topic 6  International organizations help states cooperate on trade, security"
why is the arctic becoming geopolitically important,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.6852,"## Topic 5  International organizations help states cooperate on trade, security"
why is the arctic becoming geopolitically important,relevant,image,/home/ssrivastava/Downloads/test/taj2.jpg,0.8861,
why is the arctic becoming geopolitically important,relevant,image,/home/ssrivastava/Downloads/test/taj1.jpg,0.8894,
why is the arctic becoming geopolitically important,relevant,image,/home/ssrivastava/Downloads/test/dog.jpg,0.9079,
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7039,"## Section 3  Energy resources influence diplomacy, economics, and national secu"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7117,"## Section 6  Energy resources influence diplomacy, economics, and national secu"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.712,"## Section 4  Energy resources influence diplomacy, economics, and national secu"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7128,"## Section 13  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7129,"## Section 18  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7153,"## Section 19  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7155,"## Section 11  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7157,"## Section 16  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7158,"## Section 14  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7158,"## Section 8  Energy resources influence diplomacy, economics, and national secu"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7165,"## Section 9  Energy resources influence diplomacy, economics, and national secu"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7165,"## Section 1  Energy resources influence diplomacy, economics, and national secu"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7168,"## Section 15  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7173,"## Section 7  Energy resources influence diplomacy, economics, and national secu"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7197,"## Section 21  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7203,"## Section 23  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7212,"## Section 17  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7221,"## Section 25  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7232,"## Section 20  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7233,"## Section 10  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7238,"## Section 5  Energy resources influence diplomacy, economics, and national secu"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7254,"## Section 12  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7258,"## Section 2  Energy resources influence diplomacy, economics, and national secu"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7287,"## Section 24  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7311,"## Section 22  Energy resources influence diplomacy, economics, and national sec"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/03_watches.md,0.7448,"Collectors often value craftsmanship, history, and complications such as chronog"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/02_cave_exploration.md,0.7525,Conservation is important because cave environments are fragile and recover slow
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/02_cave_exploration.md,0.7929,"Scientists study caves to understand geology, climate history, groundwater syste"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/02_cave_exploration.md,0.7977,"Explorers use helmets, headlamps, ropes, and protective clothing to safely navig"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8134,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what are rare earth minerals used for,relevant,image,/home/ssrivastava/Downloads/test/taj1.jpg,0.8476,
what are rare earth minerals used for,relevant,image,/home/ssrivastava/Downloads/test/taj2.jpg,0.8728,
what are rare earth minerals used for,relevant,image,/home/ssrivastava/Downloads/test/dog.jpg,0.8944,
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.2112,# Global Governance
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.505,"## Topic 1  International organizations help states cooperate on trade, security"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5064,"## Topic 2  International organizations help states cooperate on trade, security"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5085,"## Topic 20  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.509,"## Topic 11  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5112,"## Topic 10  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5115,"## Topic 5  International organizations help states cooperate on trade, security"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5118,"## Topic 4  International organizations help states cooperate on trade, security"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5147,"## Topic 9  International organizations help states cooperate on trade, security"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5148,"## Topic 7  International organizations help states cooperate on trade, security"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5157,"## Topic 14  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5168,"## Topic 21  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5178,"## Topic 12  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.518,"## Topic 8  International organizations help states cooperate on trade, security"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5234,"## Topic 15  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5238,"## Topic 17  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5241,"## Topic 22  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5251,"## Topic 3  International organizations help states cooperate on trade, security"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5254,"## Topic 13  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5256,"## Topic 6  International organizations help states cooperate on trade, security"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5271,"## Topic 23  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5275,"## Topic 16  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5303,"## Topic 19  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/06_global_governance.md,0.5305,"## Topic 18  International organizations help states cooperate on trade, securit"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.5439,# Global Energy Geopolitics
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.5934,"Current priorities include climate change, sustainable development, cyber threat"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.6408,"The organization has helped coordinate disaster relief, health campaigns, and di"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/02_nato.md,0.6647,"Member nations regularly conduct joint exercises, share intelligence, and coordi"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/03_indo_pacific.md,0.69,"Countries such as India, Japan, Australia, the United States, China, and ASEAN m"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/02_nato.md,0.6918,"Initially created during the Cold War, NATO has expanded its focus to include cr"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.6971,# The United Nations  The United Nations (UN) was founded in 1945 to promote pea
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.6983,"UN agencies such as UNICEF, UNESCO, WHO, and UNHCR work in humanitarian relief, "
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7081,"## Section 20  Energy resources influence diplomacy, economics, and national sec"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7117,"## Section 21  Energy resources influence diplomacy, economics, and national sec"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7134,"## Section 11  Energy resources influence diplomacy, economics, and national sec"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7151,"## Section 14  Energy resources influence diplomacy, economics, and national sec"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7158,"## Section 4  Energy resources influence diplomacy, economics, and national secu"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.716,"## Section 10  Energy resources influence diplomacy, economics, and national sec"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7161,"## Section 8  Energy resources influence diplomacy, economics, and national secu"
what is global governance,relevant,text,/home/ssrivastava/Downloads/test/05_global_energy_geopolitics.md,0.7173,"## Section 25  Energy resources influence diplomacy, economics, and national sec"
what is global governance,relevant,image,/home/ssrivastava/Downloads/test/taj1.jpg,0.8234,
what is global governance,relevant,image,/home/ssrivastava/Downloads/test/taj2.jpg,0.828,
what is global governance,relevant,image,/home/ssrivastava/Downloads/test/dog.jpg,0.9485,
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/01_beekeeping.md,0.2634,# Beekeeping Basics  Beekeeping is the practice of maintaining honey bee colonie
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/01_beekeeping.md,0.3725,"Responsible beekeeping emphasizes disease management, habitat conservation, and "
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/01_beekeeping.md,0.3886,Modern hives are designed with removable frames that allow beekeepers to inspect
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/01_beekeeping.md,0.4781,"Honey production depends on healthy colonies, seasonal flowers, and weather cond"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/04_urban_forests.md,0.7945,Urban forests also contribute to mental well-being by providing recreational spa
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/03_watches.md,0.8196,"# Mechanical Watches  Mechanical watches measure time using springs, gears, and "
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8236,"Modern approaches emphasize reducing waste generation, reusing products, compost"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/01_united_nations.md,0.8251,"UN agencies such as UNICEF, UNESCO, WHO, and UNHCR work in humanitarian relief, "
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8251,"## Topic 9  Waste management includes collection, transportation, sorting, recyc"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/03_watches.md,0.8258,"Collectors often value craftsmanship, history, and complications such as chronog"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.827,"## Topic 13  Waste management includes collection, transportation, sorting, recy"
what do worker bees do,relevant,text,/home/ssrivastava/Downloads/test/06_waste_management.md,0.8276,"## Topic 7  Waste management includes collection, transportation, sorting, recyc"
